SKU,Vendor,Order_quantity,Cost_per_unit,Order_date,Expected_delivery,Actual_delivery,Lead_time
SKU-PAN-0020,WestCo Garments,72,1163,2/4/2024,3/8/2024,3/8/2024,33
SKU-JAC-0027,StitchWorks India,60,1871,2/4/2024,3/26/2024,3/28/2024,53
SKU-PAN-0028,Apex Fashions,68,1317,2/4/2024,3/14/2024,3/14/2024,39
SKU-TSH-0029,KnitCraft Studio,69,701,2/4/2024,3/9/2024,3/11/2024,36
SKU-JAC-0031,WestCo Garments,46,1800,2/4/2024,3/20/2024,3/20/2024,45
SKU-PAN-0034,UrbanWeave Co.,40,1051,2/4/2024,3/28/2024,4/2/2024,58
SKU-CRO-0035,Apex Fashions,41,721,2/4/2024,3/31/2024,4/1/2024,57
SKU-PAN-0002,Apex Fashions,233,982,2/11/2024,3/18/2024,3/19/2024,37
SKU-CRO-0007,Apex Fashions,40,818,2/11/2024,4/3/2024,4/6/2024,55
SKU-TSH-0012,UrbanWeave Co.,49,715,2/11/2024,4/5/2024,4/10/2024,59
SKU-SHI-0017,UrbanWeave Co.,78,842,2/11/2024,4/7/2024,4/12/2024,61
SKU-PAN-0021,Apex Fashions,60,1216,2/11/2024,3/18/2024,3/18/2024,36
SKU-SHO-0023,WestCo Garments,40,668,2/11/2024,3/12/2024,3/12/2024,30
SKU-SHI-0024,KnitCraft Studio,40,854,2/11/2024,4/2/2024,4/5/2024,54
SKU-JAC-0025,StitchWorks India,40,1639,2/11/2024,3/24/2024,3/26/2024,44
SKU-TSH-0032,WestCo Garments,40,627,2/11/2024,4/4/2024,4/5/2024,54
SKU-CRO-0048,Apex Fashions,58,736,2/11/2024,3/20/2024,3/25/2024,43
SKU-SHI-0003,KnitCraft Studio,104,1004,2/18/2024,4/9/2024,4/12/2024,54
SKU-PAN-0022,KnitCraft Studio,61,1076,2/18/2024,3/31/2024,3/31/2024,42
SKU-CRO-0043,WestCo Garments,40,677,2/18/2024,4/14/2024,4/14/2024,56
SKU-TSH-0004,StitchWorks India,94,539,2/25/2024,4/7/2024,4/9/2024,44
SKU-SHI-0006,KnitCraft Studio,88,1097,2/25/2024,4/20/2024,4/20/2024,55
SKU-PAN-0008,StitchWorks India,76,1152,2/25/2024,3/29/2024,3/31/2024,35
SKU-PAN-0009,KnitCraft Studio,78,1008,2/25/2024,3/31/2024,4/2/2024,37
SKU-TSH-0010,WestCo Garments,40,782,2/25/2024,4/7/2024,4/7/2024,42
SKU-SHO-0011,WestCo Garments,49,761,2/25/2024,4/14/2024,4/14/2024,49
SKU-PAN-0016,KnitCraft Studio,40,970,2/25/2024,4/18/2024,4/23/2024,58
SKU-PAN-0018,Apex Fashions,45,1176,2/25/2024,4/15/2024,4/18/2024,53
SKU-PAN-0026,WestCo Garments,40,1332,2/25/2024,4/13/2024,4/14/2024,49
SKU-CRO-0030,WestCo Garments,48,621,2/25/2024,4/14/2024,4/14/2024,49
SKU-CRO-0038,WestCo Garments,68,1060,2/25/2024,4/9/2024,4/9/2024,44
SKU-SHI-0051,StitchWorks India,61,928,2/25/2024,4/9/2024,4/11/2024,46
SKU-JAC-0053,Apex Fashions,40,1660,2/25/2024,4/18/2024,4/21/2024,56
SKU-SHI-0001,UrbanWeave Co.,339,705,3/3/2024,4/17/2024,4/20/2024,48
SKU-CRO-0005,StitchWorks India,98,846,3/3/2024,4/14/2024,4/17/2024,45
SKU-SHI-0013,UrbanWeave Co.,40,1227,3/3/2024,4/1/2024,4/1/2024,29
SKU-CRO-0014,Apex Fashions,40,756,3/3/2024,4/12/2024,4/12/2024,40
SKU-SHI-0015,Apex Fashions,66,940,3/3/2024,4/10/2024,4/12/2024,40
SKU-CRO-0019,StitchWorks India,57,726,3/3/2024,4/7/2024,4/8/2024,36
SKU-PAN-0020,WestCo Garments,64,1163,3/3/2024,4/9/2024,4/14/2024,42
SKU-JAC-0027,StitchWorks India,44,1871,3/3/2024,4/14/2024,4/15/2024,43
SKU-PAN-0028,Apex Fashions,45,1317,3/3/2024,4/6/2024,4/6/2024,34
SKU-TSH-0029,KnitCraft Studio,56,701,3/3/2024,4/8/2024,4/10/2024,38
SKU-JAC-0031,WestCo Garments,40,1800,3/3/2024,3/31/2024,3/31/2024,28
SKU-PAN-0034,UrbanWeave Co.,42,1051,3/3/2024,4/14/2024,4/14/2024,42
SKU-CRO-0035,Apex Fashions,40,721,3/3/2024,4/19/2024,4/22/2024,50
SKU-SHI-0052,StitchWorks India,60,1141,3/3/2024,4/23/2024,4/23/2024,51
SKU-PAN-0002,Apex Fashions,182,982,3/10/2024,4/7/2024,4/9/2024,30
SKU-CRO-0007,Apex Fashions,68,818,3/10/2024,4/17/2024,4/19/2024,40
SKU-TSH-0012,UrbanWeave Co.,66,715,3/10/2024,4/14/2024,4/14/2024,35
SKU-SHI-0017,UrbanWeave Co.,40,842,3/10/2024,4/22/2024,4/22/2024,43
SKU-PAN-0021,Apex Fashions,40,1216,3/10/2024,5/4/2024,5/6/2024,57
SKU-SHO-0023,WestCo Garments,49,668,3/10/2024,4/11/2024,4/11/2024,32
SKU-SHI-0024,KnitCraft Studio,56,854,3/10/2024,5/4/2024,5/7/2024,58
SKU-JAC-0025,StitchWorks India,50,1639,3/10/2024,4/11/2024,4/11/2024,32
SKU-TSH-0032,WestCo Garments,40,627,3/10/2024,4/17/2024,4/17/2024,38
SKU-CRO-0048,Apex Fashions,40,736,3/10/2024,4/11/2024,4/12/2024,33
SKU-SHI-0003,KnitCraft Studio,166,1004,3/17/2024,4/27/2024,4/30/2024,44
SKU-PAN-0022,KnitCraft Studio,40,1076,3/17/2024,5/3/2024,5/6/2024,50
SKU-CRO-0043,WestCo Garments,62,677,3/17/2024,4/20/2024,4/20/2024,34
SKU-TSH-0004,StitchWorks India,138,539,3/24/2024,5/2/2024,5/4/2024,41
SKU-SHI-0006,KnitCraft Studio,90,1097,3/24/2024,5/8/2024,5/9/2024,46
SKU-PAN-0008,StitchWorks India,64,1152,3/24/2024,5/3/2024,5/6/2024,43
SKU-PAN-0009,KnitCraft Studio,84,1008,3/24/2024,5/10/2024,5/13/2024,50
SKU-TSH-0010,WestCo Garments,55,782,3/24/2024,5/4/2024,5/4/2024,41
SKU-SHO-0011,WestCo Garments,65,761,3/24/2024,5/12/2024,5/15/2024,52
SKU-PAN-0016,KnitCraft Studio,40,970,3/24/2024,4/23/2024,4/28/2024,35
SKU-PAN-0018,Apex Fashions,40,1176,3/24/2024,4/26/2024,4/28/2024,35
SKU-PAN-0026,WestCo Garments,46,1332,3/24/2024,5/12/2024,5/17/2024,54
SKU-CRO-0030,WestCo Garments,53,621,3/24/2024,5/19/2024,5/24/2024,61
SKU-CRO-0038,WestCo Garments,40,1060,3/24/2024,5/8/2024,5/8/2024,45
SKU-SHI-0051,StitchWorks India,40,928,3/24/2024,5/5/2024,5/5/2024,42
SKU-JAC-0053,Apex Fashions,40,1660,3/24/2024,5/6/2024,5/7/2024,44
SKU-SHI-0001,UrbanWeave Co.,482,705,3/31/2024,5/16/2024,5/19/2024,49
SKU-CRO-0005,StitchWorks India,124,846,3/31/2024,5/20/2024,5/20/2024,50
SKU-SHI-0013,UrbanWeave Co.,62,1227,3/31/2024,5/20/2024,5/21/2024,51
SKU-CRO-0014,Apex Fashions,40,756,3/31/2024,5/24/2024,5/25/2024,55
SKU-SHI-0015,Apex Fashions,44,940,3/31/2024,5/22/2024,5/22/2024,52
SKU-CRO-0019,StitchWorks India,70,726,3/31/2024,5/19/2024,5/22/2024,52
SKU-PAN-0020,WestCo Garments,44,1163,3/31/2024,5/14/2024,5/17/2024,47
SKU-JAC-0027,StitchWorks India,46,1871,3/31/2024,5/9/2024,5/11/2024,41
SKU-PAN-0028,Apex Fashions,67,1317,3/31/2024,5/26/2024,5/31/2024,61
SKU-TSH-0029,KnitCraft Studio,55,701,3/31/2024,5/4/2024,5/4/2024,34
SKU-JAC-0031,WestCo Garments,40,1800,3/31/2024,5/12/2024,5/12/2024,42
SKU-SHO-0033,KnitCraft Studio,63,758,3/31/2024,5/18/2024,5/18/2024,48
SKU-PAN-0034,UrbanWeave Co.,66,1051,3/31/2024,5/12/2024,5/17/2024,47
SKU-CRO-0035,Apex Fashions,40,721,3/31/2024,5/20/2024,5/25/2024,55
SKU-SHI-0052,StitchWorks India,40,1141,3/31/2024,5/16/2024,5/18/2024,48
SKU-PAN-0002,Apex Fashions,238,982,4/7/2024,5/6/2024,5/8/2024,31
SKU-CRO-0007,Apex Fashions,110,818,4/7/2024,5/8/2024,5/10/2024,33
SKU-TSH-0012,UrbanWeave Co.,68,715,4/7/2024,5/8/2024,5/13/2024,36
SKU-SHI-0017,UrbanWeave Co.,40,842,4/7/2024,5/26/2024,5/26/2024,49
SKU-PAN-0021,Apex Fashions,60,1216,4/7/2024,5/17/2024,5/18/2024,41
SKU-SHO-0023,WestCo Garments,57,668,4/7/2024,5/8/2024,5/13/2024,36
SKU-SHI-0024,KnitCraft Studio,66,854,4/7/2024,6/1/2024,6/3/2024,57
SKU-JAC-0025,StitchWorks India,40,1639,4/7/2024,5/15/2024,5/18/2024,41
SKU-TSH-0032,WestCo Garments,40,627,4/7/2024,5/31/2024,6/2/2024,56
SKU-CRO-0048,Apex Fashions,60,736,4/7/2024,5/13/2024,5/15/2024,38
SKU-SHI-0003,KnitCraft Studio,149,1004,4/14/2024,5/27/2024,5/30/2024,46
SKU-PAN-0022,KnitCraft Studio,40,1076,4/14/2024,5/23/2024,5/23/2024,39
SKU-CRO-0043,WestCo Garments,40,677,4/14/2024,5/28/2024,5/28/2024,44
SKU-TSH-0004,StitchWorks India,108,539,4/21/2024,5/26/2024,5/26/2024,35
SKU-SHI-0006,KnitCraft Studio,115,1097,4/21/2024,5/29/2024,5/30/2024,39
SKU-PAN-0008,StitchWorks India,97,1152,4/21/2024,5/24/2024,5/27/2024,36
SKU-PAN-0009,KnitCraft Studio,65,1008,4/21/2024,5/31/2024,5/31/2024,40
SKU-TSH-0010,WestCo Garments,99,782,4/21/2024,5/27/2024,5/27/2024,36
SKU-SHO-0011,WestCo Garments,100,761,4/21/2024,6/10/2024,6/10/2024,50
SKU-PAN-0016,KnitCraft Studio,76,970,4/21/2024,5/28/2024,6/2/2024,42
SKU-PAN-0018,Apex Fashions,40,1176,4/21/2024,5/19/2024,5/21/2024,30
SKU-PAN-0026,WestCo Garments,40,1332,4/21/2024,6/15/2024,6/15/2024,55
SKU-CRO-0030,WestCo Garments,46,621,4/21/2024,6/5/2024,6/8/2024,48
SKU-CRO-0038,WestCo Garments,50,1060,4/21/2024,6/12/2024,6/12/2024,52
SKU-SHI-0051,StitchWorks India,62,928,4/21/2024,5/25/2024,5/25/2024,34
SKU-JAC-0053,Apex Fashions,40,1660,4/21/2024,6/16/2024,6/21/2024,61
SKU-SHI-0054,KnitCraft Studio,70,963,4/21/2024,5/30/2024,6/2/2024,42
SKU-SHI-0001,UrbanWeave Co.,506,705,4/28/2024,6/14/2024,6/19/2024,52
SKU-CRO-0005,StitchWorks India,112,846,4/28/2024,6/16/2024,6/17/2024,50
SKU-SHI-0013,UrbanWeave Co.,74,1227,4/28/2024,6/10/2024,6/10/2024,43
SKU-CRO-0014,Apex Fashions,49,756,4/28/2024,6/5/2024,6/5/2024,38
SKU-SHI-0015,Apex Fashions,48,940,4/28/2024,6/11/2024,6/12/2024,45
SKU-CRO-0019,StitchWorks India,72,726,4/28/2024,6/5/2024,6/5/2024,38
SKU-PAN-0020,WestCo Garments,41,1163,4/28/2024,6/18/2024,6/21/2024,54
SKU-JAC-0027,StitchWorks India,40,1871,4/28/2024,5/29/2024,6/3/2024,36
SKU-PAN-0028,Apex Fashions,58,1317,4/28/2024,6/15/2024,6/16/2024,49
SKU-TSH-0029,KnitCraft Studio,76,701,4/28/2024,6/8/2024,6/13/2024,46
SKU-JAC-0031,WestCo Garments,65,1800,4/28/2024,6/6/2024,6/8/2024,41
SKU-SHO-0033,KnitCraft Studio,68,758,4/28/2024,6/4/2024,6/4/2024,37
SKU-PAN-0034,UrbanWeave Co.,45,1051,4/28/2024,5/29/2024,5/31/2024,33
SKU-CRO-0035,Apex Fashions,48,721,4/28/2024,6/4/2024,6/7/2024,40
SKU-SHI-0052,StitchWorks India,46,1141,4/28/2024,5/30/2024,5/30/2024,32
SKU-PAN-0002,Apex Fashions,232,982,5/5/2024,6/27/2024,6/27/2024,53
SKU-CRO-0007,Apex Fashions,66,818,5/5/2024,6/29/2024,6/30/2024,56
SKU-TSH-0012,UrbanWeave Co.,57,715,5/5/2024,6/18/2024,6/21/2024,47
SKU-SHI-0017,UrbanWeave Co.,40,842,5/5/2024,6/14/2024,6/14/2024,40
SKU-PAN-0021,Apex Fashions,65,1216,5/5/2024,6/7/2024,6/10/2024,36
SKU-SHO-0023,WestCo Garments,54,668,5/5/2024,6/3/2024,6/5/2024,31
SKU-SHI-0024,KnitCraft Studio,58,854,5/5/2024,6/13/2024,6/14/2024,40
SKU-JAC-0025,StitchWorks India,62,1639,5/5/2024,6/10/2024,6/11/2024,37
SKU-TSH-0032,WestCo Garments,40,627,5/5/2024,6/11/2024,6/11/2024,37
SKU-CRO-0048,Apex Fashions,62,736,5/5/2024,6/4/2024,6/4/2024,30
SKU-SHI-0003,KnitCraft Studio,152,1004,5/12/2024,6/10/2024,6/13/2024,32
SKU-PAN-0022,KnitCraft Studio,40,1076,5/12/2024,6/10/2024,6/13/2024,32
SKU-CRO-0043,WestCo Garments,40,677,5/12/2024,6/18/2024,6/19/2024,38
SKU-TSH-0004,StitchWorks India,107,539,5/19/2024,7/5/2024,7/7/2024,49
SKU-SHI-0006,KnitCraft Studio,94,1097,5/19/2024,6/30/2024,7/3/2024,45
SKU-PAN-0008,StitchWorks India,84,1152,5/19/2024,7/2/2024,7/3/2024,45
SKU-PAN-0009,KnitCraft Studio,45,1008,5/19/2024,7/14/2024,7/17/2024,59
SKU-TSH-0010,WestCo Garments,56,782,5/19/2024,7/5/2024,7/7/2024,49
SKU-SHO-0011,WestCo Garments,87,761,5/19/2024,7/7/2024,7/7/2024,49
SKU-PAN-0016,KnitCraft Studio,45,970,5/19/2024,6/18/2024,6/21/2024,33
SKU-PAN-0018,Apex Fashions,50,1176,5/19/2024,7/5/2024,7/5/2024,47
SKU-PAN-0026,WestCo Garments,58,1332,5/19/2024,7/10/2024,7/13/2024,55
SKU-CRO-0030,WestCo Garments,40,621,5/19/2024,6/25/2024,6/26/2024,38
SKU-CRO-0038,WestCo Garments,40,1060,5/19/2024,6/26/2024,6/29/2024,41
SKU-SHO-0039,UrbanWeave Co.,64,809,5/19/2024,6/26/2024,6/26/2024,38
SKU-SHI-0051,StitchWorks India,40,928,5/19/2024,6/27/2024,6/27/2024,39
SKU-JAC-0053,Apex Fashions,40,1660,5/19/2024,6/21/2024,6/23/2024,35
SKU-SHI-0054,KnitCraft Studio,40,963,5/19/2024,6/28/2024,6/28/2024,40
SKU-SHI-0001,UrbanWeave Co.,328,705,5/26/2024,6/24/2024,6/26/2024,31
SKU-CRO-0005,StitchWorks India,100,846,5/26/2024,6/28/2024,6/28/2024,33
SKU-SHI-0013,UrbanWeave Co.,58,1227,5/26/2024,7/3/2024,7/8/2024,43
SKU-CRO-0014,Apex Fashions,48,756,5/26/2024,6/25/2024,6/25/2024,30
SKU-SHI-0015,Apex Fashions,69,940,5/26/2024,6/24/2024,6/24/2024,29
SKU-CRO-0019,StitchWorks India,66,726,5/26/2024,7/16/2024,7/16/2024,51
SKU-PAN-0020,WestCo Garments,64,1163,5/26/2024,7/17/2024,7/20/2024,55
SKU-JAC-0027,StitchWorks India,40,1871,5/26/2024,7/9/2024,7/12/2024,47
SKU-PAN-0028,Apex Fashions,44,1317,5/26/2024,6/28/2024,6/28/2024,33
SKU-TSH-0029,KnitCraft Studio,61,701,5/26/2024,6/29/2024,7/2/2024,37
SKU-JAC-0031,WestCo Garments,40,1800,5/26/2024,6/23/2024,6/24/2024,29
SKU-SHO-0033,KnitCraft Studio,40,758,5/26/2024,6/25/2024,6/26/2024,31
SKU-PAN-0034,UrbanWeave Co.,60,1051,5/26/2024,7/1/2024,7/1/2024,36
SKU-CRO-0035,Apex Fashions,70,721,5/26/2024,7/7/2024,7/8/2024,43
SKU-SHI-0052,StitchWorks India,58,1141,5/26/2024,7/7/2024,7/9/2024,44
SKU-PAN-0002,Apex Fashions,178,982,6/2/2024,7/27/2024,7/30/2024,58
SKU-CRO-0007,Apex Fashions,94,818,6/2/2024,6/30/2024,7/3/2024,31
SKU-TSH-0012,UrbanWeave Co.,56,715,6/2/2024,7/10/2024,7/10/2024,38
SKU-SHI-0017,UrbanWeave Co.,40,842,6/2/2024,7/17/2024,7/20/2024,48
SKU-PAN-0021,Apex Fashions,40,1216,6/2/2024,7/3/2024,7/3/2024,31
SKU-SHO-0023,WestCo Garments,40,668,6/2/2024,7/21/2024,7/23/2024,51
SKU-SHI-0024,KnitCraft Studio,44,854,6/2/2024,7/24/2024,7/27/2024,55
SKU-JAC-0025,StitchWorks India,40,1639,6/2/2024,7/25/2024,7/28/2024,56
SKU-TSH-0032,WestCo Garments,60,627,6/2/2024,7/2/2024,7/2/2024,30
SKU-CRO-0048,Apex Fashions,54,736,6/2/2024,7/9/2024,7/9/2024,37
SKU-SHI-0003,KnitCraft Studio,150,1004,6/9/2024,8/2/2024,8/5/2024,57
SKU-PAN-0022,KnitCraft Studio,66,1076,6/9/2024,7/28/2024,7/30/2024,51
SKU-CRO-0043,WestCo Garments,40,677,6/9/2024,8/3/2024,8/8/2024,60
SKU-TSH-0004,StitchWorks India,81,539,6/16/2024,7/23/2024,7/23/2024,37
SKU-SHI-0006,KnitCraft Studio,93,1097,6/16/2024,7/23/2024,7/26/2024,40
SKU-PAN-0008,StitchWorks India,73,1152,6/16/2024,7/18/2024,7/21/2024,35
SKU-PAN-0009,KnitCraft Studio,40,1008,6/16/2024,7/22/2024,7/22/2024,36
SKU-TSH-0010,WestCo Garments,64,782,6/16/2024,7/23/2024,7/23/2024,37
SKU-SHO-0011,WestCo Garments,54,761,6/16/2024,8/11/2024,8/12/2024,57
SKU-PAN-0016,KnitCraft Studio,40,970,6/16/2024,7/19/2024,7/20/2024,34
SKU-PAN-0018,Apex Fashions,57,1176,6/16/2024,8/10/2024,8/15/2024,60
SKU-PAN-0026,WestCo Garments,57,1332,6/16/2024,8/8/2024,8/8/2024,53
SKU-CRO-0030,WestCo Garments,58,621,6/16/2024,8/5/2024,8/8/2024,53
SKU-CRO-0038,WestCo Garments,48,1060,6/16/2024,7/23/2024,7/26/2024,40
SKU-SHO-0039,UrbanWeave Co.,46,809,6/16/2024,8/10/2024,8/10/2024,55
SKU-SHI-0051,StitchWorks India,40,928,6/16/2024,7/25/2024,7/27/2024,41
SKU-JAC-0053,Apex Fashions,40,1660,6/16/2024,8/2/2024,8/2/2024,47
SKU-SHI-0054,KnitCraft Studio,41,963,6/16/2024,7/21/2024,7/26/2024,40
SKU-SHI-0001,UrbanWeave Co.,306,705,6/23/2024,8/9/2024,8/9/2024,47
SKU-CRO-0005,StitchWorks India,74,846,6/23/2024,8/10/2024,8/11/2024,49
SKU-SHI-0013,UrbanWeave Co.,73,1227,6/23/2024,7/21/2024,7/24/2024,31
SKU-CRO-0014,Apex Fashions,68,756,6/23/2024,8/5/2024,8/10/2024,48
SKU-SHI-0015,Apex Fashions,61,940,6/23/2024,7/24/2024,7/24/2024,31
SKU-CRO-0019,StitchWorks India,40,726,6/23/2024,8/1/2024,8/3/2024,41
SKU-PAN-0020,WestCo Garments,54,1163,6/23/2024,8/1/2024,8/2/2024,40
SKU-JAC-0027,StitchWorks India,40,1871,6/23/2024,8/3/2024,8/6/2024,44
SKU-PAN-0028,Apex Fashions,40,1317,6/23/2024,7/27/2024,7/27/2024,34
SKU-TSH-0029,KnitCraft Studio,61,701,6/23/2024,7/31/2024,8/3/2024,41
SKU-JAC-0031,WestCo Garments,40,1800,6/23/2024,7/31/2024,7/31/2024,38
SKU-SHO-0033,KnitCraft Studio,40,758,6/23/2024,7/27/2024,7/27/2024,34
SKU-PAN-0034,UrbanWeave Co.,41,1051,6/23/2024,7/29/2024,7/31/2024,38
SKU-CRO-0035,Apex Fashions,59,721,6/23/2024,7/21/2024,7/22/2024,29
SKU-SHI-0052,StitchWorks India,61,1141,6/23/2024,7/25/2024,7/27/2024,34
SKU-PAN-0002,Apex Fashions,186,982,6/30/2024,8/1/2024,8/1/2024,32
SKU-CRO-0007,Apex Fashions,76,818,6/30/2024,7/28/2024,8/2/2024,33
SKU-TSH-0012,UrbanWeave Co.,40,715,6/30/2024,7/30/2024,7/31/2024,31
SKU-SHI-0017,UrbanWeave Co.,40,842,6/30/2024,8/11/2024,8/11/2024,42
SKU-PAN-0021,Apex Fashions,51,1216,6/30/2024,8/7/2024,8/10/2024,41
SKU-SHO-0023,WestCo Garments,62,668,6/30/2024,8/5/2024,8/7/2024,38
SKU-SHI-0024,KnitCraft Studio,47,854,6/30/2024,8/23/2024,8/26/2024,57
SKU-JAC-0025,StitchWorks India,40,1639,6/30/2024,8/23/2024,8/26/2024,57
SKU-TSH-0032,WestCo Garments,60,627,6/30/2024,8/8/2024,8/9/2024,40
SKU-CRO-0048,Apex Fashions,57,736,6/30/2024,8/23/2024,8/25/2024,56
SKU-SHI-0003,KnitCraft Studio,82,1004,7/7/2024,8/31/2024,9/3/2024,58
SKU-PAN-0022,KnitCraft Studio,69,1076,7/7/2024,8/12/2024,8/15/2024,39
SKU-CRO-0043,WestCo Garments,40,677,7/7/2024,8/24/2024,8/26/2024,50
SKU-TSH-0004,StitchWorks India,55,539,7/14/2024,8/11/2024,8/16/2024,33
SKU-SHI-0006,KnitCraft Studio,50,1097,7/14/2024,8/15/2024,8/17/2024,34
SKU-PAN-0008,StitchWorks India,60,1152,7/14/2024,9/5/2024,9/6/2024,54
SKU-PAN-0009,KnitCraft Studio,40,1008,7/14/2024,8/11/2024,8/14/2024,31
SKU-TSH-0010,WestCo Garments,59,782,7/14/2024,8/17/2024,8/19/2024,36
SKU-SHO-0011,WestCo Garments,48,761,7/14/2024,9/8/2024,9/13/2024,61
SKU-PAN-0016,KnitCraft Studio,72,970,7/14/2024,8/18/2024,8/23/2024,40
SKU-PAN-0018,Apex Fashions,69,1176,7/14/2024,8/31/2024,8/31/2024,48
SKU-PAN-0026,WestCo Garments,62,1332,7/14/2024,9/4/2024,9/4/2024,52
SKU-CRO-0030,WestCo Garments,40,621,7/14/2024,8/26/2024,8/27/2024,44
SKU-CRO-0038,WestCo Garments,62,1060,7/14/2024,8/19/2024,8/22/2024,39
SKU-SHO-0039,UrbanWeave Co.,49,809,7/14/2024,8/14/2024,8/14/2024,31
SKU-SHI-0051,StitchWorks India,51,928,7/14/2024,8/31/2024,8/31/2024,48
SKU-SHI-0054,KnitCraft Studio,45,963,7/14/2024,8/30/2024,9/2/2024,50
SKU-SHI-0001,UrbanWeave Co.,246,705,7/21/2024,9/13/2024,9/13/2024,54
SKU-CRO-0005,StitchWorks India,80,846,7/21/2024,8/21/2024,8/22/2024,32
SKU-SHI-0013,UrbanWeave Co.,40,1227,7/21/2024,8/27/2024,8/30/2024,40
SKU-CRO-0014,Apex Fashions,62,756,7/21/2024,8/30/2024,8/30/2024,40
SKU-SHI-0015,Apex Fashions,50,940,7/21/2024,9/14/2024,9/17/2024,58
SKU-CRO-0019,StitchWorks India,56,726,7/21/2024,9/6/2024,9/6/2024,47
SKU-PAN-0020,WestCo Garments,74,1163,7/21/2024,8/19/2024,8/22/2024,32
SKU-JAC-0027,StitchWorks India,56,1871,7/21/2024,8/30/2024,9/2/2024,43
SKU-PAN-0028,Apex Fashions,56,1317,7/21/2024,8/24/2024,8/29/2024,39
SKU-TSH-0029,KnitCraft Studio,40,701,7/21/2024,9/1/2024,9/4/2024,45
SKU-JAC-0031,WestCo Garments,50,1800,7/21/2024,9/8/2024,9/9/2024,50
SKU-SHO-0033,KnitCraft Studio,40,758,7/21/2024,8/18/2024,8/18/2024,28
SKU-CRO-0035,Apex Fashions,40,721,7/21/2024,9/14/2024,9/17/2024,58
SKU-PAN-0047,WestCo Garments,55,959,7/21/2024,9/5/2024,9/5/2024,46
SKU-SHI-0052,StitchWorks India,40,1141,7/21/2024,9/13/2024,9/18/2024,59
SKU-JAC-0053,Apex Fashions,46,1660,7/21/2024,8/29/2024,8/30/2024,40
SKU-PAN-0002,Apex Fashions,156,982,7/28/2024,9/4/2024,9/4/2024,38
SKU-CRO-0007,Apex Fashions,75,818,7/28/2024,9/17/2024,9/17/2024,51
SKU-TSH-0012,UrbanWeave Co.,64,715,7/28/2024,8/29/2024,9/3/2024,37
SKU-SHI-0017,UrbanWeave Co.,54,842,7/28/2024,9/5/2024,9/5/2024,39
SKU-PAN-0021,Apex Fashions,40,1216,7/28/2024,8/28/2024,8/29/2024,32
SKU-SHO-0023,WestCo Garments,62,668,7/28/2024,8/30/2024,8/31/2024,34
SKU-SHI-0024,KnitCraft Studio,60,854,7/28/2024,9/2/2024,9/2/2024,36
SKU-JAC-0025,StitchWorks India,66,1639,7/28/2024,9/15/2024,9/18/2024,52
SKU-TSH-0032,WestCo Garments,48,627,7/28/2024,9/7/2024,9/7/2024,41
SKU-CRO-0048,Apex Fashions,46,736,7/28/2024,8/25/2024,8/25/2024,28
SKU-SHI-0003,KnitCraft Studio,130,1004,8/4/2024,9/11/2024,9/16/2024,43
SKU-PAN-0022,KnitCraft Studio,40,1076,8/4/2024,9/10/2024,9/11/2024,38
SKU-CRO-0037,StitchWorks India,40,657,8/4/2024,9/29/2024,10/2/2024,59
SKU-CRO-0043,WestCo Garments,52,677,8/4/2024,9/27/2024,9/29/2024,56
SKU-JAC-0044,StitchWorks India,68,1860,8/4/2024,9/12/2024,9/13/2024,40
SKU-TSH-0004,StitchWorks India,58,539,8/11/2024,9/14/2024,9/16/2024,36
SKU-SHI-0006,KnitCraft Studio,65,1097,8/11/2024,9/8/2024,9/9/2024,29
SKU-PAN-0008,StitchWorks India,88,1152,8/11/2024,9/15/2024,9/15/2024,35
SKU-PAN-0009,KnitCraft Studio,70,1008,8/11/2024,10/1/2024,10/6/2024,56
SKU-TSH-0010,WestCo Garments,52,782,8/11/2024,9/20/2024,9/25/2024,45
SKU-SHO-0011,WestCo Garments,60,761,8/11/2024,9/8/2024,9/11/2024,31
SKU-PAN-0016,KnitCraft Studio,40,970,8/11/2024,9/8/2024,9/10/2024,30
SKU-PAN-0018,Apex Fashions,68,1176,8/11/2024,9/28/2024,10/3/2024,53
SKU-PAN-0026,WestCo Garments,40,1332,8/11/2024,9/29/2024,9/30/2024,50
SKU-CRO-0030,WestCo Garments,63,621,8/11/2024,9/22/2024,9/27/2024,47
SKU-CRO-0038,WestCo Garments,40,1060,8/11/2024,9/18/2024,9/18/2024,38
SKU-SHO-0039,UrbanWeave Co.,55,809,8/11/2024,9/24/2024,9/29/2024,49
SKU-SHI-0051,StitchWorks India,40,928,8/11/2024,9/11/2024,9/12/2024,32
SKU-SHI-0054,KnitCraft Studio,40,963,8/11/2024,9/26/2024,9/28/2024,48
SKU-SHI-0001,UrbanWeave Co.,405,705,8/18/2024,9/17/2024,9/19/2024,32
SKU-CRO-0005,StitchWorks India,89,846,8/18/2024,9/25/2024,9/25/2024,38
SKU-SHI-0013,UrbanWeave Co.,66,1227,8/18/2024,9/25/2024,9/30/2024,43
SKU-CRO-0014,Apex Fashions,65,756,8/18/2024,10/13/2024,10/13/2024,56
SKU-SHI-0015,Apex Fashions,70,940,8/18/2024,9/22/2024,9/24/2024,37
SKU-CRO-0019,StitchWorks India,44,726,8/18/2024,10/6/2024,10/6/2024,49
SKU-PAN-0020,WestCo Garments,70,1163,8/18/2024,9/17/2024,9/22/2024,35
