Order ID,Customer_ID,Order_date,Product,Order_value_gross,Order value_net,Discount_applied ,Payment_mode,Shipping_city,Pincode,First order_vs_repeat,Channel source_last_touch,Delivered_Returned_RTO
ORD-20240704-017820,CUST-0021488,7/4/2024,Single item,3566,3117,12.60%,Card,Hyderabad,599196,Repeat,Meta,Delivered
ORD-20240704-017821,CUST-0011229,7/4/2024,Mixed Cart,3641,3460,5.00%,UPI,Delhi,242430,First,Influencer,Delivered
ORD-20240704-017822,CUST-0021126,7/4/2024,Single item,3037,2702,11.00%,UPI,Mumbai,374370,Repeat,Meta,Delivered
ORD-20240705-017823,CUST-0020311,7/5/2024,Mixed Cart,2971,2666,10.30%,COD,Hyderabad,811243,Repeat,Google,Delivered
ORD-20240705-017824,CUST-0012048,7/5/2024,Single item,2736,2600,5.00%,UPI,Hyderabad,243009,Repeat,Meta,Returned
ORD-20240705-017825,CUST-0012235,7/5/2024,2-item cart,2609,2312,11.40%,UPI,Surat,498004,First,Google,Delivered
ORD-20240705-017826,CUST-0012763,7/5/2024,Mixed Cart,2741,2294,16.30%,UPI,Kolkata,492747,First,Google,Delivered
ORD-20240705-017827,CUST-0006750,7/5/2024,Single item,3391,3018,11.00%,Card,Mumbai,137745,First,Organic Instagram,Returned
ORD-20240705-017828,CUST-0025946,7/5/2024,Mixed Cart,3891,3578,8.10%,UPI,Ahmedabad,345606,Repeat,Meta,Delivered
ORD-20240705-017829,CUST-0005674,7/5/2024,Single item,3101,2938,5.30%,Card,Gurgaon,652545,Repeat,Google,Returned
ORD-20240705-017830,CUST-0002626,7/5/2024,2-item cart,2994,2577,13.90%,NetBanking,Nashik,381917,First,Influencer,Delivered
ORD-20240705-017831,CUST-0021455,7/5/2024,Mixed Cart,3547,2938,17.20%,Card,Bengaluru,471481,First,Meta,Delivered
ORD-20240705-017832,CUST-0005406,7/5/2024,Mixed Cart,3357,2819,16.00%,COD,Hyderabad,512874,First,Meta,Delivered
ORD-20240705-017833,CUST-0015888,7/5/2024,Single item,3419,3064,10.40%,Card,Patna,598834,First,Meta,Delivered
ORD-20240705-017834,CUST-0014256,7/5/2024,Mixed Cart,3026,2655,12.30%,Card,Delhi,261929,First,Organic Instagram,Returned
ORD-20240705-017835,CUST-0001608,7/5/2024,2-item cart,2994,2623,12.40%,Card,Mumbai,606673,Repeat,Instagram DM,RTO
ORD-20240706-017836,CUST-0007842,7/6/2024,2-item cart,2357,2157,8.50%,COD,Mumbai,665356,Repeat,Influencer,Delivered
ORD-20240706-017837,CUST-0015826,7/6/2024,Mixed Cart,3171,2868,9.50%,Wallet,Rajkot,134814,Repeat,Meta,Delivered
ORD-20240706-017838,CUST-0021863,7/6/2024,Single item,3154,2870,9.00%,COD,Delhi,743195,First,Email/SMS,Returned
ORD-20240706-017839,CUST-0026601,7/6/2024,Single item,3634,3054,16.00%,Card,Kochi,593780,Repeat,Meta,Returned
ORD-20240706-017840,CUST-0001702,7/6/2024,Single item,2517,2313,8.10%,UPI,Patna,672778,First,Meta,Returned
ORD-20240706-017841,CUST-0016446,7/6/2024,Mixed Cart,3833,3347,12.70%,UPI,Jaipur,571929,First,Offline (Friends/Family),RTO
ORD-20240706-017842,CUST-0000515,7/6/2024,2-item cart,3402,2853,16.10%,Card,Coimbatore,249765,First,Instagram DM,Returned
ORD-20240706-017843,CUST-0021217,7/6/2024,Mixed Cart,3134,2819,10.00%,COD,Delhi,182007,Repeat,Meta,RTO
ORD-20240706-017844,CUST-0009807,7/6/2024,Mixed Cart,2912,2478,14.90%,Card,Mumbai,798763,First,Meta,Delivered
ORD-20240706-017845,CUST-0009856,7/6/2024,Mixed Cart,2402,2078,13.50%,UPI,Dehradun,132477,First,Influencer,Delivered
ORD-20240706-017846,CUST-0009004,7/6/2024,2-item cart,2765,2423,12.40%,Card,Surat,633662,First,Instagram DM,Delivered
ORD-20240706-017847,CUST-0026125,7/6/2024,Single item,3305,2858,13.50%,COD,Jaipur,422890,First,Instagram DM,Delivered
ORD-20240706-017848,CUST-0018813,7/6/2024,2-item cart,4057,3396,16.30%,UPI,Bhopal,265808,Repeat,Google,Delivered
ORD-20240706-017849,CUST-0008807,7/6/2024,2-item cart,3412,3025,11.30%,UPI,Noida,240999,Repeat,Meta,Returned
ORD-20240706-017850,CUST-0019100,7/6/2024,2-item cart,3937,3120,20.80%,UPI,Pune,623246,First,Organic Instagram,Delivered
ORD-20240706-017851,CUST-0003256,7/6/2024,Single item,2980,2325,22.00%,Card,Pune,606173,Repeat,Google,Delivered
ORD-20240706-017852,CUST-0017215,7/6/2024,Single item,3340,3030,9.30%,UPI,Jaipur,621472,First,Influencer,Delivered
ORD-20240706-017853,CUST-0026543,7/6/2024,2-item cart,2388,2216,7.20%,UPI,Mumbai,229784,Repeat,Meta,Returned
ORD-20240706-017854,CUST-0007897,7/6/2024,Mixed Cart,2900,2733,5.80%,UPI,Surat,190719,Repeat,Organic Instagram,Returned
ORD-20240706-017855,CUST-0008644,7/6/2024,Single item,2901,2712,6.50%,UPI,Noida,307532,First,Meta,Returned
ORD-20240707-017856,CUST-0013574,7/7/2024,2-item cart,3850,3296,14.40%,Card,Ahmedabad,636126,Repeat,Organic Instagram,Returned
ORD-20240707-017857,CUST-0022160,7/7/2024,2-item cart,2898,2412,16.80%,COD,Surat,454054,Repeat,Meta,Delivered
ORD-20240707-017858,CUST-0022230,7/7/2024,2-item cart,2429,2308,5.00%,Card,Nashik,644342,Repeat,Google,Delivered
ORD-20240707-017859,CUST-0007476,7/7/2024,2-item cart,2533,2390,5.60%,UPI,Ahmedabad,260994,Repeat,Meta,Delivered
ORD-20240707-017860,CUST-0024352,7/7/2024,2-item cart,2816,2369,15.90%,Card,Kochi,590727,First,Instagram DM,Returned
ORD-20240707-017861,CUST-0007656,7/7/2024,Single item,2723,2517,7.60%,UPI,Coimbatore,515915,First,Meta,Returned
ORD-20240707-017862,CUST-0021565,7/7/2024,Mixed Cart,2687,2293,14.70%,Card,Bengaluru,117837,Repeat,Google,RTO
ORD-20240707-017863,CUST-0023600,7/7/2024,2-item cart,4131,3400,17.70%,Card,Dehradun,226954,Repeat,Meta,Delivered
ORD-20240708-017864,CUST-0011422,7/8/2024,2-item cart,3692,3274,11.30%,COD,Delhi,451299,First,Influencer,Delivered
ORD-20240708-017865,CUST-0021784,7/8/2024,2-item cart,2926,2655,9.20%,NetBanking,Mumbai,136800,Repeat,Instagram DM,Delivered
ORD-20240708-017866,CUST-0001073,7/8/2024,Mixed Cart,2539,2206,13.10%,NetBanking,Mumbai,561877,First,Instagram DM,Delivered
ORD-20240708-017867,CUST-0004635,7/8/2024,Single item,3023,2721,10.00%,Card,Delhi,186146,Repeat,Meta,Delivered
ORD-20240708-017868,CUST-0011893,7/8/2024,Single item,2904,2663,8.30%,Card,Bengaluru,429603,First,Meta,Delivered
ORD-20240708-017869,CUST-0024367,7/8/2024,2-item cart,2951,2793,5.40%,UPI,Ludhiana,323399,First,Meta,Returned
ORD-20240708-017870,CUST-0025084,7/8/2024,Single item,2393,2103,12.10%,Card,Mumbai,199112,Repeat,Meta,Delivered
ORD-20240708-017871,CUST-0015467,7/8/2024,2-item cart,3418,3045,10.90%,Card,Hyderabad,569188,First,Meta,Delivered
ORD-20240708-017872,CUST-0007190,7/8/2024,Single item,2730,2440,10.60%,COD,Gurgaon,454145,Repeat,Influencer,Returned
ORD-20240708-017873,CUST-0001653,7/8/2024,2-item cart,3723,3404,8.60%,UPI,Ludhiana,274030,First,Meta,Delivered
ORD-20240708-017874,CUST-0005518,7/8/2024,Mixed Cart,3798,3426,9.80%,NetBanking,Kanpur,672549,Repeat,Organic Instagram,Delivered
ORD-20240708-017875,CUST-0015646,7/8/2024,Single item,3656,2996,18.00%,UPI,Dehradun,258326,Repeat,Meta,Delivered
ORD-20240708-017876,CUST-0011019,7/8/2024,Mixed Cart,2527,2242,11.30%,COD,Pune,697886,First,Meta,Delivered
ORD-20240708-017877,CUST-0012325,7/8/2024,2-item cart,3247,2868,11.70%,UPI,Kanpur,113900,First,Google,Returned
ORD-20240708-017878,CUST-0013191,7/8/2024,2-item cart,2959,2701,8.70%,UPI,Jaipur,251038,First,Meta,Delivered
ORD-20240708-017879,CUST-0003340,7/8/2024,2-item cart,2597,2256,13.10%,Wallet,Indore,231807,First,Meta,Returned
ORD-20240708-017880,CUST-0004728,7/8/2024,Single item,2567,2165,15.60%,Wallet,Kochi,569075,Repeat,Google,Returned
ORD-20240708-017881,CUST-0025406,7/8/2024,Single item,2810,2575,8.30%,Card,Hyderabad,238516,First,Meta,Delivered
ORD-20240709-017882,CUST-0023385,7/9/2024,2-item cart,2866,2493,13.00%,Card,Kolkata,482746,Repeat,Influencer,Delivered
ORD-20240709-017883,CUST-0025749,7/9/2024,Mixed Cart,2716,2402,11.60%,UPI,Mumbai,542593,First,Google,Delivered
ORD-20240709-017884,CUST-0001730,7/9/2024,Mixed Cart,3160,2894,8.40%,COD,Surat,491424,Repeat,Influencer,Delivered
ORD-20240709-017885,CUST-0018963,7/9/2024,Mixed Cart,4003,3678,8.10%,COD,Dehradun,584339,Repeat,Meta,Delivered
ORD-20240709-017886,CUST-0020151,7/9/2024,Mixed Cart,3190,3030,5.00%,Card,Chennai,184218,First,Meta,RTO
ORD-20240709-017887,CUST-0006754,7/9/2024,2-item cart,2697,2380,11.70%,UPI,Bhopal,752097,First,Offline (Friends/Family),Delivered
ORD-20240709-017888,CUST-0018156,7/9/2024,Mixed Cart,2764,2451,11.30%,Wallet,Ludhiana,775038,Repeat,Meta,Delivered
ORD-20240709-017889,CUST-0009139,7/9/2024,Mixed Cart,2930,2652,9.50%,Card,Mysuru,524864,First,Meta,Delivered
ORD-20240709-017890,CUST-0020978,7/9/2024,Single item,2931,2593,11.50%,UPI,Gurgaon,814235,First,Google,Returned
ORD-20240709-017891,CUST-0022897,7/9/2024,2-item cart,3021,2698,10.70%,COD,Hyderabad,665574,First,Organic Instagram,Delivered
ORD-20240709-017892,CUST-0017092,7/9/2024,Mixed Cart,3072,2760,10.20%,Card,Bhopal,696084,First,Influencer,Delivered
ORD-20240709-017893,CUST-0023759,7/9/2024,2-item cart,3603,3226,10.50%,UPI,Ludhiana,333463,First,Meta,Delivered
ORD-20240709-017894,CUST-0003863,7/9/2024,Single item,2526,2128,15.80%,COD,Hyderabad,812767,Repeat,Offline (Friends/Family),RTO
ORD-20240709-017895,CUST-0023264,7/9/2024,Mixed Cart,2712,2481,8.50%,NetBanking,Ahmedabad,604683,First,Meta,Returned
ORD-20240709-017896,CUST-0015466,7/9/2024,2-item cart,3640,3277,10.00%,COD,Mumbai,515347,First,Influencer,RTO
ORD-20240709-017897,CUST-0006529,7/9/2024,Mixed Cart,2825,2629,6.90%,Card,Delhi,724644,Repeat,Meta,Returned
ORD-20240710-017898,CUST-0005099,7/10/2024,Single item,3056,2615,14.40%,Card,Coimbatore,778994,Repeat,Google,Delivered
ORD-20240710-017899,CUST-0014348,7/10/2024,Mixed Cart,2975,2621,11.90%,UPI,Gurgaon,782567,First,Meta,RTO
ORD-20240710-017900,CUST-0019697,7/10/2024,Mixed Cart,3366,3029,10.00%,Wallet,Indore,469464,Repeat,Email/SMS,RTO
ORD-20240710-017901,CUST-0011694,7/10/2024,Mixed Cart,3469,3182,8.30%,UPI,Chandigarh,646853,First,Instagram DM,RTO
ORD-20240710-017902,CUST-0021775,7/10/2024,Mixed Cart,3875,3396,12.40%,UPI,Vadodara,359947,Repeat,Google,Returned
ORD-20240710-017903,CUST-0000320,7/10/2024,2-item cart,3245,2962,8.70%,Card,Indore,489460,Repeat,Offline (Friends/Family),Delivered
ORD-20240710-017904,CUST-0002074,7/10/2024,Mixed Cart,3587,3242,9.60%,COD,Lucknow,477470,Repeat,Meta,Returned
ORD-20240710-017905,CUST-0017090,7/10/2024,Mixed Cart,2539,2283,10.10%,Card,Pune,554703,First,Meta,RTO
ORD-20240710-017906,CUST-0021941,7/10/2024,2-item cart,2762,2424,12.20%,Card,Kanpur,384188,First,Offline (Friends/Family),Delivered
ORD-20240710-017907,CUST-0011554,7/10/2024,Mixed Cart,2648,2472,6.60%,Card,Bengaluru,615848,First,Email/SMS,Delivered
ORD-20240710-017908,CUST-0013106,7/10/2024,Single item,4019,3418,15.00%,UPI,Bhopal,296162,Repeat,Organic Instagram,Delivered
ORD-20240710-017909,CUST-0011615,7/10/2024,Mixed Cart,3036,2766,8.90%,Card,Mumbai,310676,Repeat,Instagram DM,RTO
ORD-20240710-017910,CUST-0020144,7/10/2024,2-item cart,2865,2637,8.00%,Wallet,Mysuru,269857,First,Instagram DM,Delivered
ORD-20240710-017911,CUST-0023312,7/10/2024,Mixed Cart,3275,2800,14.50%,COD,Bengaluru,812631,Repeat,Email/SMS,Delivered
ORD-20240710-017912,CUST-0018213,7/10/2024,Mixed Cart,2388,2090,12.40%,COD,Kolkata,831762,Repeat,Influencer,Delivered
ORD-20240710-017913,CUST-0021156,7/10/2024,Mixed Cart,3016,2559,15.20%,UPI,Coimbatore,557824,Repeat,Email/SMS,Delivered
ORD-20240710-017914,CUST-0002520,7/10/2024,2-item cart,2897,2623,9.50%,UPI,Mumbai,120124,Repeat,Google,Delivered
ORD-20240711-017915,CUST-0019698,7/11/2024,2-item cart,3044,2643,13.20%,COD,Delhi,111658,Repeat,Google,Delivered
ORD-20240711-017916,CUST-0025657,7/11/2024,2-item cart,3457,3136,9.30%,NetBanking,Kochi,224024,Repeat,Meta,Delivered
ORD-20240711-017917,CUST-0014399,7/11/2024,Mixed Cart,3433,3190,7.10%,UPI,Mumbai,122944,Repeat,Meta,Returned
ORD-20240711-017918,CUST-0013884,7/11/2024,2-item cart,3394,2781,18.10%,COD,Delhi,300987,Repeat,Influencer,Returned
ORD-20240711-017919,CUST-0014135,7/11/2024,2-item cart,2520,2163,14.20%,UPI,Coimbatore,626530,First,Influencer,Returned
ORD-20240711-017920,CUST-0021467,7/11/2024,2-item cart,3080,2715,11.90%,UPI,Bengaluru,229501,First,Offline (Friends/Family),Delivered
ORD-20240711-017921,CUST-0013560,7/11/2024,2-item cart,2993,2600,13.10%,COD,Pune,706996,Repeat,Influencer,Returned
ORD-20240711-017922,CUST-0008466,7/11/2024,2-item cart,2513,2132,15.20%,Card,Mumbai,698552,Repeat,Meta,Returned
ORD-20240711-017923,CUST-0025315,7/11/2024,2-item cart,3183,2782,12.60%,UPI,Pune,175263,Repeat,Meta,RTO
ORD-20240711-017924,CUST-0002712,7/11/2024,2-item cart,3648,3267,10.50%,UPI,Ranchi,579419,First,Meta,Returned
ORD-20240711-017925,CUST-0012447,7/11/2024,Mixed Cart,3855,3424,11.20%,NetBanking,Chandigarh,609718,Repeat,Meta,Returned
ORD-20240711-017926,CUST-0002262,7/11/2024,Mixed Cart,3635,3368,7.40%,COD,Gurgaon,699053,First,Meta,Delivered
ORD-20240711-017927,CUST-0001070,7/11/2024,Mixed Cart,3544,3115,12.10%,Card,Indore,681541,Repeat,Influencer,Delivered
ORD-20240711-017928,CUST-0010854,7/11/2024,Single item,2605,2311,11.30%,Card,Mumbai,499759,Repeat,Google,Delivered
ORD-20240711-017929,CUST-0023588,7/11/2024,Single item,2597,2355,9.30%,Card,Hyderabad,122731,Repeat,Influencer,Delivered
ORD-20240711-017930,CUST-0026722,7/11/2024,2-item cart,3574,3241,9.30%,COD,Lucknow,530078,Repeat,Google,Delivered
ORD-20240712-017931,CUST-0003351,7/12/2024,Mixed Cart,2259,2122,6.00%,COD,Delhi,666823,First,Meta,Returned
ORD-20240712-017932,CUST-0014783,7/12/2024,2-item cart,3895,3293,15.50%,COD,Bhubaneswar,673392,Repeat,Meta,Delivered
ORD-20240712-017933,CUST-0007162,7/12/2024,Single item,3433,2988,13.00%,UPI,Chennai,820753,Repeat,Instagram DM,Delivered
ORD-20240712-017934,CUST-0003591,7/12/2024,Mixed Cart,2915,2769,5.00%,UPI,Mumbai,303950,First,Email/SMS,Delivered
ORD-20240712-017935,CUST-0010591,7/12/2024,2-item cart,3262,2683,17.80%,Card,Pune,321286,First,Offline (Friends/Family),Delivered
ORD-20240712-017936,CUST-0026925,7/12/2024,Mixed Cart,3892,3450,11.40%,Wallet,Kochi,175651,Repeat,Meta,RTO
ORD-20240712-017937,CUST-0009997,7/12/2024,Mixed Cart,3055,2849,6.70%,COD,Surat,426109,First,Offline (Friends/Family),Delivered
ORD-20240712-017938,CUST-0022103,7/12/2024,Mixed Cart,2892,2632,9.00%,Card,Delhi,200466,First,Email/SMS,Delivered
ORD-20240712-017939,CUST-0005190,7/12/2024,Mixed Cart,3065,2582,15.80%,UPI,Delhi,762958,Repeat,Influencer,Returned
ORD-20240712-017940,CUST-0001656,7/12/2024,Mixed Cart,3240,3048,5.90%,Card,Pune,814670,Repeat,Meta,Delivered
ORD-20240712-017941,CUST-0007035,7/12/2024,2-item cart,2928,2773,5.30%,Card,Chandigarh,573780,Repeat,Email/SMS,Delivered
ORD-20240712-017942,CUST-0009137,7/12/2024,2-item cart,3678,3148,14.40%,COD,Rajkot,833554,First,Meta,Delivered
ORD-20240712-017943,CUST-0005018,7/12/2024,Mixed Cart,3899,3517,9.80%,COD,Delhi,416868,Repeat,Meta,Delivered
ORD-20240712-017944,CUST-0014903,7/12/2024,2-item cart,3092,2580,16.60%,Card,Nashik,498509,First,Email/SMS,Delivered
ORD-20240712-017945,CUST-0022729,7/12/2024,2-item cart,2691,2284,15.10%,NetBanking,Hyderabad,573484,First,Meta,RTO
ORD-20240712-017946,CUST-0000078,7/12/2024,Single item,2629,2309,12.20%,NetBanking,Hyderabad,722283,First,Influencer,RTO
ORD-20240712-017947,CUST-0015056,7/12/2024,2-item cart,3587,3305,7.90%,UPI,Bengaluru,454262,First,Meta,Delivered
ORD-20240712-017948,CUST-0007631,7/12/2024,Single item,2723,2532,7.00%,UPI,Ludhiana,735628,Repeat,Meta,Delivered
ORD-20240712-017949,CUST-0007947,7/12/2024,2-item cart,3464,2981,13.90%,COD,Mumbai,465010,First,Influencer,Delivered
ORD-20240712-017950,CUST-0019869,7/12/2024,Single item,3257,2851,12.50%,Card,Delhi,795046,First,Organic Instagram,Delivered
ORD-20240712-017951,CUST-0000905,7/12/2024,Mixed Cart,2712,2376,12.40%,COD,Noida,750322,Repeat,Email/SMS,Returned
ORD-20240712-017952,CUST-0012762,7/12/2024,Mixed Cart,3642,3166,13.10%,Wallet,Bengaluru,318041,Repeat,Email/SMS,Delivered
ORD-20240712-017953,CUST-0016556,7/12/2024,Single item,2744,2379,13.30%,Card,Hyderabad,427489,First,Offline (Friends/Family),Delivered
ORD-20240712-017954,CUST-0019659,7/12/2024,Mixed Cart,2837,2506,11.70%,UPI,Delhi,764431,Repeat,Meta,Delivered
ORD-20240712-017955,CUST-0002692,7/12/2024,Mixed Cart,3370,2990,11.30%,Card,Indore,526492,Repeat,Google,Returned
ORD-20240713-017956,CUST-0017226,7/13/2024,Single item,2955,2733,7.50%,NetBanking,Kolkata,112409,Repeat,Google,Delivered
ORD-20240713-017957,CUST-0021566,7/13/2024,Single item,3513,3278,6.70%,UPI,Surat,382474,Repeat,Google,RTO
ORD-20240713-017958,CUST-0016741,7/13/2024,Mixed Cart,2850,2609,8.40%,Card,Rajkot,218932,First,Google,Returned
ORD-20240713-017959,CUST-0005871,7/13/2024,Single item,3250,2730,16.00%,COD,Rajkot,774373,First,Google,Delivered
ORD-20240713-017960,CUST-0022198,7/13/2024,Mixed Cart,2523,2313,8.30%,Card,Chandigarh,654895,First,Meta,Delivered
ORD-20240713-017961,CUST-0010377,7/13/2024,2-item cart,3333,2957,11.30%,COD,Mumbai,753941,Repeat,Google,Delivered
ORD-20240713-017962,CUST-0026393,7/13/2024,Single item,3373,3062,9.20%,UPI,Vadodara,303710,Repeat,Meta,Delivered
ORD-20240713-017963,CUST-0013533,7/13/2024,Single item,3160,2878,8.90%,COD,Lucknow,194486,First,Organic Instagram,Delivered
ORD-20240713-017964,CUST-0020354,7/13/2024,Single item,2508,2309,7.90%,Card,Delhi,453885,Repeat,Organic Instagram,RTO
ORD-20240713-017965,CUST-0001934,7/13/2024,Mixed Cart,3732,3117,16.50%,Wallet,Nashik,668912,Repeat,Organic Instagram,Delivered
ORD-20240713-017966,CUST-0017905,7/13/2024,Single item,2783,2513,9.70%,COD,Surat,511869,First,Email/SMS,RTO
ORD-20240713-017967,CUST-0025957,7/13/2024,Mixed Cart,2743,2551,7.00%,Wallet,Hyderabad,392193,First,Instagram DM,Returned
ORD-20240713-017968,CUST-0015234,7/13/2024,2-item cart,2881,2695,6.50%,UPI,Bengaluru,544083,Repeat,Email/SMS,Delivered
ORD-20240713-017969,CUST-0009765,7/13/2024,Mixed Cart,3303,2894,12.40%,UPI,Kanpur,128592,First,Meta,RTO
ORD-20240713-017970,CUST-0001955,7/13/2024,Mixed Cart,2850,2574,9.70%,UPI,Indore,196525,Repeat,Google,Delivered
ORD-20240714-017971,CUST-0009071,7/14/2024,2-item cart,3077,2623,14.80%,Card,Delhi,534285,First,Instagram DM,Delivered
ORD-20240714-017972,CUST-0015734,7/14/2024,Mixed Cart,2631,2500,5.00%,Card,Noida,134241,Repeat,Google,Delivered
ORD-20240714-017973,CUST-0011264,7/14/2024,2-item cart,2956,2630,11.00%,Card,Hyderabad,222667,Repeat,Instagram DM,Delivered
ORD-20240714-017974,CUST-0013231,7/14/2024,Mixed Cart,3462,3182,8.10%,Wallet,Jaipur,382070,Repeat,Influencer,Delivered
ORD-20240714-017975,CUST-0026935,7/14/2024,Mixed Cart,2960,2538,14.30%,Card,Mumbai,189764,First,Google,Delivered
ORD-20240714-017976,CUST-0008923,7/14/2024,Mixed Cart,3912,3424,12.50%,Card,Pune,750460,First,Organic Instagram,Delivered
ORD-20240714-017977,CUST-0023325,7/14/2024,Single item,3027,2685,11.30%,Card,Bengaluru,799805,Repeat,Influencer,Delivered
ORD-20240714-017978,CUST-0009643,7/14/2024,2-item cart,3319,2926,11.80%,Card,Hyderabad,698962,First,Influencer,RTO
ORD-20240714-017979,CUST-0025718,7/14/2024,Single item,4102,3632,11.50%,COD,Nashik,210269,Repeat,Meta,Delivered
ORD-20240715-017980,CUST-0023907,7/15/2024,Mixed Cart,2786,2647,5.00%,Wallet,Mumbai,250532,First,Google,Delivered
ORD-20240715-017981,CUST-0017618,7/15/2024,2-item cart,2877,2606,9.40%,COD,Mumbai,252915,First,Google,Returned
ORD-20240715-017982,CUST-0007263,7/15/2024,2-item cart,3332,2842,14.70%,Card,Ahmedabad,654444,First,Influencer,Delivered
ORD-20240715-017983,CUST-0000305,7/15/2024,Single item,3337,3001,10.10%,UPI,Bengaluru,759015,Repeat,Influencer,Returned
ORD-20240715-017984,CUST-0026856,7/15/2024,Mixed Cart,3339,3075,7.90%,Card,Indore,302979,First,Instagram DM,RTO
ORD-20240715-017985,CUST-0014150,7/15/2024,Mixed Cart,3486,3172,9.00%,COD,Gurgaon,207928,Repeat,Google,Returned
ORD-20240715-017986,CUST-0016271,7/15/2024,Single item,3119,2666,14.50%,Card,Mysuru,655902,Repeat,Influencer,Delivered
ORD-20240715-017987,CUST-0019895,7/15/2024,2-item cart,2682,2548,5.00%,UPI,Pune,691136,First,Instagram DM,Returned
ORD-20240715-017988,CUST-0024575,7/15/2024,Single item,3153,2733,13.30%,UPI,Nagpur,157645,Repeat,Meta,Delivered
ORD-20240715-017989,CUST-0001305,7/15/2024,Mixed Cart,3138,2704,13.80%,Wallet,Ahmedabad,439889,First,Meta,Delivered
ORD-20240715-017990,CUST-0006076,7/15/2024,Mixed Cart,3841,3346,12.90%,UPI,Gurgaon,681689,First,Meta,Delivered
ORD-20240716-017991,CUST-0026493,7/16/2024,Single item,3203,2993,6.60%,Card,Bhubaneswar,748661,Repeat,Google,Delivered
ORD-20240716-017992,CUST-0017263,7/16/2024,2-item cart,3684,3363,8.70%,COD,Lucknow,500273,First,Meta,Delivered
ORD-20240716-017993,CUST-0000913,7/16/2024,2-item cart,2881,2562,11.10%,NetBanking,Nashik,479667,First,Instagram DM,Delivered
ORD-20240716-017994,CUST-0014630,7/16/2024,Single item,2973,2680,9.90%,UPI,Hyderabad,824238,Repeat,Google,Delivered
ORD-20240716-017995,CUST-0000577,7/16/2024,2-item cart,3642,3460,5.00%,UPI,Jaipur,678029,First,Organic Instagram,Delivered
ORD-20240716-017996,CUST-0001231,7/16/2024,Single item,2641,2297,13.00%,Card,Ludhiana,455763,Repeat,Meta,Delivered
ORD-20240716-017997,CUST-0017170,7/16/2024,Mixed Cart,2733,2529,7.40%,Card,Delhi,648257,Repeat,Google,Delivered
ORD-20240716-017998,CUST-0006458,7/16/2024,Single item,3175,2717,14.40%,UPI,Noida,157773,First,Google,Delivered
ORD-20240716-017999,CUST-0009204,7/16/2024,Mixed Cart,3575,3092,13.50%,Card,Mysuru,759796,Repeat,Google,Delivered
ORD-20240716-018000,CUST-0013305,7/16/2024,Mixed Cart,3188,3003,5.80%,Card,Kolkata,566889,Repeat,Google,Delivered
ORD-20240716-018001,CUST-0007851,7/16/2024,Single item,3120,2912,6.70%,UPI,Lucknow,495775,Repeat,Meta,RTO
ORD-20240716-018002,CUST-0013518,7/16/2024,2-item cart,3040,2871,5.50%,UPI,Jaipur,328070,First,Influencer,Returned
ORD-20240716-018003,CUST-0010923,7/16/2024,Single item,2941,2681,8.80%,UPI,Rajkot,738577,First,Meta,Delivered
ORD-20240716-018004,CUST-0019597,7/16/2024,2-item cart,3385,2965,12.40%,UPI,Vadodara,149116,Repeat,Instagram DM,Delivered
ORD-20240716-018005,CUST-0021267,7/16/2024,2-item cart,2827,2619,7.40%,COD,Mumbai,653879,First,Organic Instagram,Delivered
ORD-20240717-018006,CUST-0010773,7/17/2024,Mixed Cart,2801,2425,13.40%,UPI,Dehradun,308549,Repeat,Meta,Delivered
ORD-20240717-018007,CUST-0019123,7/17/2024,2-item cart,2697,2401,11.00%,Card,Chennai,782347,First,Instagram DM,Delivered
ORD-20240717-018008,CUST-0012907,7/17/2024,Single item,2603,2464,5.30%,Card,Rajkot,556394,First,Google,Delivered
ORD-20240717-018009,CUST-0003336,7/17/2024,Single item,3716,3418,8.00%,UPI,Nagpur,786638,Repeat,Google,Delivered
ORD-20240717-018010,CUST-0013194,7/17/2024,Mixed Cart,3615,3289,9.00%,COD,Mumbai,387255,First,Google,Delivered
ORD-20240717-018011,CUST-0014751,7/17/2024,Mixed Cart,3007,2698,10.30%,NetBanking,Ahmedabad,730943,Repeat,Influencer,Delivered
ORD-20240717-018012,CUST-0022546,7/17/2024,Mixed Cart,3666,3375,7.90%,COD,Delhi,241173,Repeat,Email/SMS,Delivered
ORD-20240717-018013,CUST-0014490,7/17/2024,2-item cart,3042,2541,16.50%,Card,Noida,430779,First,Influencer,RTO
ORD-20240717-018014,CUST-0013000,7/17/2024,Mixed Cart,2925,2485,15.00%,UPI,Vadodara,196468,Repeat,Meta,RTO
ORD-20240717-018015,CUST-0000217,7/17/2024,2-item cart,3577,3110,13.00%,Card,Dehradun,561608,Repeat,Influencer,Delivered
ORD-20240717-018016,CUST-0022535,7/17/2024,2-item cart,3164,2841,10.20%,Card,Mumbai,507559,First,Google,Delivered
ORD-20240717-018017,CUST-0014219,7/17/2024,2-item cart,3887,3350,13.80%,COD,Vadodara,647085,Repeat,Meta,Delivered
ORD-20240717-018018,CUST-0000557,7/17/2024,Single item,3599,3103,13.80%,UPI,Kolkata,119714,Repeat,Google,Delivered
ORD-20240717-018019,CUST-0021261,7/17/2024,Mixed Cart,3233,2984,7.70%,UPI,Bhopal,696933,First,Meta,Delivered
ORD-20240717-018020,CUST-0023889,7/17/2024,2-item cart,3155,2809,11.00%,NetBanking,Chennai,293060,First,Influencer,RTO
